矩阵大小,列访问时间(ms),列StdDev,行访问时间(ms),行StdDev,加速比,内存占用(KB),L1缓存倍数,L2缓存倍数,L3缓存倍数
14,0.00000,0.00000,0.00001,0.00022,0.000,1.64,0.03,0.00,0.00
15,0.00000,0.00000,0.00000,0.00000,0.000,1.88,0.04,0.00,0.00
16,0.00000,0.00000,0.00000,0.00000,0.000,2.12,0.04,0.00,0.00
17,0.00000,0.00000,0.00000,0.00000,0.000,2.39,0.05,0.00,0.00
18,0.00000,0.00000,0.00000,0.00000,0.000,2.67,0.06,0.00,0.00
19,0.00000,0.00000,0.00000,0.00000,0.000,2.97,0.06,0.00,0.00
20,0.00030,0.00661,0.00000,0.00000,296000.000,3.28,0.07,0.00,0.00
21,0.00000,0.00000,0.00000,0.00000,0.000,3.61,0.08,0.00,0.00
22,0.00000,0.00000,0.00000,0.00000,0.000,3.95,0.08,0.00,0.00
23,0.00000,0.00000,0.00000,0.00000,0.000,4.31,0.09,0.00,0.00
24,0.00000,0.00000,0.00000,0.00000,0.000,4.69,0.10,0.00,0.00
25,0.00000,0.00000,0.00000,0.00000,0.000,5.08,0.11,0.00,0.00
26,0.00002,0.00054,0.00000,0.00000,24000.000,5.48,0.11,0.00,0.00
27,0.00000,0.00000,0.00000,0.00000,0.000,5.91,0.12,0.00,0.00
28,0.00000,0.00004,0.00003,0.00067,0.067,6.34,0.13,0.00,0.00
29,0.00000,0.00000,0.00000,0.00000,0.000,6.80,0.14,0.00,0.00
30,0.00010,0.00215,0.00007,0.00156,1.405,7.27,0.15,0.00,0.00
31,0.00010,0.00210,0.00000,0.00000,102000.000,7.75,0.16,0.00,0.00
32,0.00001,0.00009,0.00000,0.00000,8000.000,8.25,0.17,0.00,0.00
33,0.00000,0.00000,0.00000,0.00000,0.000,8.77,0.18,0.00,0.00
34,0.00000,0.00006,0.00005,0.00107,0.083,9.30,0.19,0.00,0.00
35,0.00076,0.00043,0.00000,0.00000,760000.000,9.84,0.21,0.00,0.00
36,0.00100,0.00009,0.00000,0.00000,996000.000,10.41,0.22,0.01,0.00
37,0.00182,0.01930,0.00000,0.00004,911.544,10.98,0.23,0.01,0.00
38,0.00083,0.00087,0.00000,0.00000,828000.000,11.58,0.24,0.01,0.00
39,0.00030,0.00196,0.00000,0.00000,304000.000,12.19,0.25,0.01,0.00
40,0.00109,0.00206,0.00000,0.00000,1088000.000,12.81,0.27,0.01,0.00
41,0.00041,0.00074,0.00000,0.00000,408000.000,13.45,0.28,0.01,0.00
42,0.00000,0.00006,0.00004,0.00085,0.091,14.11,0.29,0.01,0.00
43,0.00010,0.00030,0.00002,0.00054,4.083,14.78,0.31,0.01,0.00
44,0.00123,0.00554,0.00006,0.00103,21.964,15.47,0.32,0.01,0.00
45,0.00107,0.00077,0.00000,0.00000,1074000.000,16.17,0.34,0.01,0.00
46,0.00101,0.00013,0.00002,0.00054,41.915,16.89,0.35,0.01,0.00
47,0.00100,0.00000,0.00000,0.00000,1000000.000,17.62,0.37,0.01,0.00
48,0.00130,0.00614,0.00000,0.00004,650.675,18.38,0.38,0.01,0.00
49,0.00176,0.00042,0.00020,0.00069,8.820,19.14,0.40,0.01,0.00
50,0.00178,0.00042,0.00000,0.00004,888.556,19.92,0.42,0.01,0.00
51,0.00195,0.00094,0.00000,0.00004,972.514,20.72,0.43,0.01,0.00
52,0.00141,0.00074,0.00100,0.00000,1.406,21.53,0.45,0.01,0.00
53,0.00147,0.00218,0.00000,0.00000,1472000.000,22.36,0.47,0.01,0.00
54,0.00102,0.00013,0.00000,0.00000,1018000.000,23.20,0.48,0.01,0.00
55,0.00203,0.00058,0.00000,0.00000,2026000.000,24.06,0.50,0.01,0.00
56,0.00170,0.00178,0.00000,0.00004,847.576,24.94,0.52,0.01,0.00
57,0.00183,0.00038,0.00019,0.00084,9.610,25.83,0.54,0.01,0.00
58,0.00195,0.00021,0.00106,0.00134,1.842,26.73,0.56,0.01,0.00
59,0.00200,0.00000,0.00006,0.00065,35.714,27.66,0.58,0.01,0.00
60,0.00104,0.00019,0.00000,0.00006,258.935,28.59,0.60,0.01,0.00
61,0.00148,0.00104,0.00096,0.00202,1.539,29.55,0.62,0.01,0.00
62,0.00101,0.00010,0.00110,0.00179,0.920,30.52,0.64,0.01,0.00
63,0.00214,0.00164,0.00100,0.00000,2.136,31.50,0.66,0.02,0.00
64,0.00209,0.00385,0.00100,0.00000,2.086,32.50,0.68,0.02,0.00
65,0.00191,0.00388,0.00100,0.00000,1.906,33.52,0.70,0.02,0.00
66,0.00184,0.00099,0.00102,0.00054,1.799,34.55,0.72,0.02,0.00
67,0.00302,0.00100,0.00187,0.01052,1.620,35.59,0.74,0.02,0.00
68,0.00294,0.00159,0.00100,0.00000,2.940,36.66,0.76,0.02,0.00
69,0.00314,0.00274,0.00100,0.00000,3.142,37.73,0.79,0.02,0.00
70,0.00302,0.00403,0.00101,0.00011,2.994,38.83,0.81,0.02,0.00
71,0.00426,0.00749,0.00147,0.00154,2.903,39.94,0.83,0.02,0.00
72,0.00316,0.00614,0.00103,0.00058,3.074,41.06,0.86,0.02,0.00
73,0.00316,0.00334,0.00103,0.00054,3.074,42.20,0.88,0.02,0.00
74,0.00301,0.00259,0.00107,0.00152,2.809,43.36,0.90,0.02,0.00
75,0.00352,0.00089,0.00100,0.00000,3.518,44.53,0.93,0.02,0.00
76,0.00237,0.00228,0.00100,0.00000,2.366,45.72,0.95,0.02,0.00
77,0.00506,0.00437,0.00120,0.00040,4.232,46.92,0.98,0.02,0.00
78,0.00287,0.00140,0.00108,0.00108,2.666,48.14,1.00,0.02,0.00
79,0.00227,0.00107,0.00202,0.00049,1.121,49.38,1.03,0.02,0.00
80,0.00337,0.00200,0.00204,0.00081,1.647,50.62,1.05,0.02,0.00
81,0.00444,0.00130,0.00203,0.00063,2.188,51.89,1.08,0.03,0.00
82,0.00492,0.01680,0.00205,0.00072,2.405,53.17,1.11,0.03,0.00
83,0.00302,0.00013,0.00281,0.00463,1.073,54.47,1.13,0.03,0.00
84,0.00309,0.00090,0.00326,0.00585,0.950,55.78,1.16,0.03,0.00
85,0.00544,0.04592,0.00263,0.01350,2.067,57.11,1.19,0.03,0.00
86,0.00353,0.00268,0.00270,0.00270,1.305,58.45,1.22,0.03,0.00
87,0.00504,0.00089,0.00203,0.00054,2.485,59.81,1.25,0.03,0.00
88,0.00509,0.00192,0.00334,0.00077,1.525,61.19,1.27,0.03,0.00
89,0.00309,0.00106,0.00222,0.00144,1.388,62.58,1.30,0.03,0.00
90,0.00512,0.00229,0.00308,0.00103,1.663,63.98,1.33,0.03,0.00
91,0.00457,0.00638,0.00201,0.00009,2.274,65.41,1.36,0.03,0.00
92,0.00547,0.00150,0.00345,0.00075,1.587,66.84,1.39,0.03,0.00
93,0.00442,0.00256,0.00207,0.00080,2.138,68.30,1.42,0.03,0.00
94,0.00542,0.00341,0.00299,0.00013,1.816,69.77,1.45,0.03,0.00
95,0.00420,0.00139,0.00201,0.00010,2.090,71.25,1.48,0.03,0.00
96,0.00495,0.01120,0.00305,0.00103,1.623,72.75,1.52,0.04,0.00
97,0.00440,0.00296,0.00306,0.00422,1.440,74.27,1.55,0.04,0.00
98,0.00504,0.00161,0.00302,0.00054,1.667,75.80,1.58,0.04,0.00
99,0.00525,0.00334,0.00316,0.00172,1.664,77.34,1.61,0.04,0.00
100,0.00535,0.00476,0.00397,0.00168,1.349,78.91,1.64,0.04,0.00
101,0.00525,0.00140,0.00375,0.00237,1.398,80.48,1.68,0.04,0.00
102,0.00578,0.00172,0.00413,0.00087,1.398,82.08,1.71,0.04,0.00
103,0.00547,0.00407,0.00456,0.00730,1.199,83.69,1.74,0.04,0.00
104,0.00525,0.00288,0.00399,0.00057,1.313,85.31,1.78,0.04,0.00
105,0.00648,0.00388,0.00476,0.00745,1.361,86.95,1.81,0.04,0.00
106,0.00701,0.00333,0.00439,0.00284,1.594,88.61,1.85,0.04,0.00
107,0.00550,0.00165,0.00305,0.00076,1.802,90.28,1.88,0.04,0.00
108,0.00685,0.01293,0.00537,0.00340,1.275,91.97,1.92,0.04,0.00
109,0.00636,0.00273,0.00419,0.00178,1.519,93.67,1.95,0.05,0.00
110,0.00658,0.00169,0.00598,0.01039,1.100,95.39,1.99,0.05,0.00
111,0.00624,0.00239,0.00699,0.00307,0.893,97.12,2.02,0.05,0.00
112,0.01052,0.01212,0.00474,0.00302,2.219,98.88,2.06,0.05,0.00
113,0.00684,0.00545,0.00969,0.12442,0.706,100.64,2.10,0.05,0.00
114,0.00657,0.00197,0.00511,0.00198,1.286,102.42,2.13,0.05,0.00
115,0.00622,0.00149,0.00407,0.00065,1.528,104.22,2.17,0.05,0.00
116,0.00640,0.00168,0.00599,0.00410,1.068,106.03,2.21,0.05,0.00
117,0.00800,0.00305,0.00521,0.00569,1.537,107.86,2.25,0.05,0.00
118,0.00830,0.00330,0.00582,0.00367,1.426,109.70,2.29,0.05,0.00
119,0.00880,0.00488,0.00617,0.00210,1.427,111.56,2.32,0.05,0.00
120,0.01074,0.00361,0.00627,0.00150,1.712,113.44,2.36,0.06,0.00
121,0.00875,0.00700,0.00511,0.00172,1.713,115.33,2.40,0.06,0.00
122,0.00890,0.00182,0.00627,0.00304,1.419,117.23,2.44,0.06,0.00
123,0.00812,0.00818,0.00506,0.00215,1.605,119.16,2.48,0.06,0.00
124,0.00929,0.00258,0.00527,0.00341,1.762,121.09,2.52,0.06,0.00
125,0.00883,0.00802,0.00509,0.00063,1.733,123.05,2.56,0.06,0.00
126,0.00905,0.00495,0.00545,0.00130,1.661,125.02,2.60,0.06,0.00
127,0.00846,0.00416,0.00514,0.00129,1.644,127.00,2.65,0.06,0.00
128,0.01325,0.00240,0.00614,0.00432,2.158,129.00,2.69,0.06,0.00
129,0.01236,0.02194,0.00668,0.00415,1.850,131.02,2.73,0.06,0.00
130,0.00937,0.00281,0.00617,0.00038,1.519,133.05,2.77,0.06,0.00
131,0.00942,0.00156,0.00507,0.00026,1.858,135.09,2.81,0.07,0.00
132,0.00906,0.00034,0.00615,0.00272,1.473,137.16,2.86,0.07,0.00
133,0.00902,0.00020,0.00515,0.00036,1.751,139.23,2.90,0.07,0.00
134,0.01268,0.00148,0.00734,0.00359,1.728,141.33,2.94,0.07,0.00
135,0.00916,0.00069,0.00673,0.00134,1.361,143.44,2.99,0.07,0.00
136,0.00966,0.00072,0.00718,0.00179,1.345,145.56,3.03,0.07,0.00
137,0.01091,0.00085,0.00966,0.01866,1.129,147.70,3.08,0.07,0.00
138,0.01184,0.00591,0.00925,0.00353,1.280,149.86,3.12,0.07,0.00
139,0.01268,0.00334,0.00883,0.00398,1.436,152.03,3.17,0.07,0.00
140,0.01134,0.00150,0.00800,0.00000,1.417,154.22,3.21,0.08,0.01
141,0.01165,0.00284,0.00621,0.00041,1.876,156.42,3.26,0.08,0.01
142,0.01146,0.00180,0.00878,0.00718,1.305,158.64,3.31,0.08,0.01
143,0.01111,0.00037,0.00781,0.00121,1.423,160.88,3.35,0.08,0.01
144,0.01135,0.00070,0.00879,0.00816,1.291,163.12,3.40,0.08,0.01
145,0.01182,0.00187,0.00797,0.00017,1.483,165.39,3.45,0.08,0.01
146,0.01156,0.00227,0.00800,0.00000,1.445,167.67,3.49,0.08,0.01
147,0.01312,0.00581,0.00969,0.00631,1.354,169.97,3.54,0.08,0.01
148,0.01202,0.00014,0.00815,0.00149,1.475,172.28,3.59,0.08,0.01
149,0.01234,0.00203,0.00796,0.00020,1.550,174.61,3.64,0.09,0.01
150,0.01226,0.00136,0.00807,0.00026,1.519,176.95,3.69,0.09,0.01
151,0.01229,0.00193,0.00784,0.00039,1.568,179.31,3.74,0.09,0.01
152,0.01400,0.00643,0.00888,0.00032,1.577,181.69,3.79,0.09,0.01
153,0.01365,0.00405,0.00825,0.00153,1.655,184.08,3.83,0.09,0.01
154,0.01307,0.00026,0.00912,0.00140,1.433,186.48,3.89,0.09,0.01
155,0.01793,0.00826,0.00895,0.00409,2.003,188.91,3.94,0.09,0.01
156,0.01669,0.00492,0.00911,0.00109,1.832,191.34,3.99,0.09,0.01
157,0.01635,0.00303,0.00941,0.00812,1.738,193.80,4.04,0.09,0.01
158,0.01600,0.00913,0.00916,0.00140,1.747,196.27,4.09,0.10,0.01
159,0.01462,0.00289,0.00922,0.00132,1.586,198.75,4.14,0.10,0.01
160,0.01562,0.00202,0.00944,0.00329,1.655,201.25,4.19,0.10,0.01
161,0.01719,0.00354,0.00922,0.00125,1.864,203.77,4.25,0.10,0.01
162,0.01507,0.00278,0.01002,0.00255,1.504,206.30,4.30,0.10,0.01
163,0.01752,0.02201,0.01155,0.01088,1.517,208.84,4.35,0.10,0.01
164,0.01978,0.00357,0.00998,0.00014,1.982,211.41,4.40,0.10,0.01
165,0.01591,0.00350,0.01012,0.00151,1.572,213.98,4.46,0.10,0.01
166,0.01603,0.00100,0.01092,0.01137,1.468,216.58,4.51,0.11,0.01
167,0.01619,0.00131,0.01034,0.00460,1.566,219.19,4.57,0.11,0.01
168,0.01665,0.00153,0.01008,0.00027,1.652,221.81,4.62,0.11,0.01
169,0.01635,0.00211,0.00975,0.00132,1.677,224.45,4.68,0.11,0.01
170,0.01649,0.00136,0.01009,0.00029,1.634,227.11,4.73,0.11,0.01
171,0.01736,0.00299,0.01010,0.00121,1.719,229.78,4.79,0.11,0.01
172,0.01736,0.00220,0.01098,0.00020,1.581,232.47,4.84,0.11,0.01
173,0.01722,0.00141,0.01085,0.00427,1.587,235.17,4.90,0.11,0.01
174,0.01911,0.01313,0.01286,0.00312,1.486,237.89,4.96,0.12,0.01
175,0.01856,0.00230,0.01127,0.00259,1.647,240.62,5.01,0.12,0.01
176,0.01883,0.00238,0.01133,0.00370,1.662,243.38,5.07,0.12,0.01
177,0.01839,0.00228,0.01139,0.00205,1.615,246.14,5.13,0.12,0.01
178,0.01872,0.00439,0.01131,0.00145,1.655,248.92,5.19,0.12,0.01
179,0.02258,0.01029,0.01325,0.00221,1.704,251.72,5.24,0.12,0.01
180,0.02042,0.00500,0.01146,0.00144,1.782,254.53,5.30,0.12,0.01
